src,dst,product
QUALITEST PHARMACEUTICALS,DIRECT RX,
DIRECT RX,PEOPLES PHARMACY #2912 (WV),
TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #6063 (NC),
SANDOZ INC,MCKESSON CORPORATION,
MCKESSON CORPORATION,MEDICO PHARMACY #6550 (VA),
KINRAY LLC,HEALTH MART PHARMACY #5593 (KY),
CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,
AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #2083 (MI),
SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #7234 (WV),
ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,PUBLIX PHARMACY #6736 (TN),
MCKESSON CORPORATION,HEALTH MART PHARMACY #8815 (OH),
SUN PHARMA GLOBAL INC,MCKESSON CORPORATION,
MCKESSON CORPORATION,MAIN STREET PHARMACY #6319 (OH),
SANDOZ INC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #7794 (MA),
HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,
DAKOTA DRUG INC,MAIN STREET PHARMACY #1103 (AK),
GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #6267 (ID),
ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #3572 (TN),
PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #9142 (OH),
IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #6240 (NC),
HIKMA PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #9191 (IN),
SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #7275 (IN),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #8038 (SD),
SANDOZ INC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #6683 (OH),
MIAMI-LUKEN INC,WALMART PHARMACY #3253 (WY),
JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #1973 (TN),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1845 (LA),
PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #7046 (MI),
BELLCO DRUG CORP,VILLAGE PHARMACY #2291 (AK),
MYLAN PHARMACEUTICALS INC,DIRECT RX,
DIRECT RX,MEDICO PHARMACY #9929 (VT),
SANDOZ INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #5365 (FL),
ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #4205 (PA),
PURDUE PHARMA LP,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,MAIN STREET PHARMACY #5646 (FL),
MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #9396 (VA),
VALUEDRUGCO,WALMART PHARMACY #2083 (MI),
NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #7583 (TN),
RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,
GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #9689 (OK),
ANDA INC,WINN-DIXIE PHARMACY #4833 (LA),
MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,
VALUEDRUGCO,WALGREENS #4408 (TN),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #9862 (LA),
BELLCO DRUG CORP,VILLAGE PHARMACY #8894 (WI),
ACTAVIS PHARMA INC,DAKOTA DRUG INC,
DAKOTA DRUG INC,SUNRISE PHARMACY #9537 (KY),
BELLCO DRUG CORP,CORNER DRUG STORE #6200 (PA),
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #9563 (GA),
DAKOTA DRUG INC,COMMUNITY PHARMACY #9734 (IN),
AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #9833 (TN),
HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,
MCKESSON CORPORATION,WINN-DIXIE PHARMACY #1222 (LA),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1037 (MI),
SMITH DRUG COMPANY,CVS PHARMACY #6466 (KY),
HIKMA PHARMACEUTICALS,DIRECT RX,
DIRECT RX,MEDICO PHARMACY #3359 (WY),
MALLINCKRODT LLC,PRESCRIPTION SUPPLY INC,
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #5942 (WI),
JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #2880 (MI),
ANDA INC,CVS PHARMACY #6466 (KY),
KINRAY LLC,WALGREENS #2082 (LA),
MYLAN PHARMACEUTICALS INC,DAKOTA DRUG INC,
DAKOTA DRUG INC,CORNER DRUG STORE #4123 (OH),
KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #9385 (MI),
JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #2732 (TX),
MYLAN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #4480 (IN),
LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,
AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #7334 (PA),
MALLINCKRODT LLC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #2897 (TX),
AMNEAL PHARMACEUTICALS LLC,KINRAY LLC,
KINRAY LLC,COMMUNITY PHARMACY #1898 (TN),
VALUEDRUGCO,FAMILY CARE PHARMACY #6476 (AR),
HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #9661 (KY),
CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #5504 (AZ),
KINRAY LLC,GOOD NEIGHBOR PHARMACY #8540 (OH),
IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,
GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #6594 (KY),
RHODES TECHNOLOGIES,HENRY SCHEIN INC,
HENRY SCHEIN INC,MAIN STREET PHARMACY #9148 (LA),
ANDA INC,WINN-DIXIE PHARMACY #1109 (AL),
BELLCO DRUG CORP,HOMETOWN PHARMACY #3746 (TN),
ANDA INC,SUNRISE PHARMACY #7243 (WV),
AMNEAL PHARMACEUTICALS LLC,DIRECT RX,
DIRECT RX,CVS PHARMACY #7158 (NE),
SMITH DRUG COMPANY,CVS PHARMACY #7287 (MI),
IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #6580 (OH),
KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #1784 (PA),
MCKESSON CORPORATION,WALMART PHARMACY #1108 (WV),
JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,FAMILY CARE PHARMACY #9932 (MI),
IMPAX LABORATORIES INC,SMITH DRUG COMPANY,
SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #1096 (WV),
CARDINAL HEALTH INC,SUNRISE PHARMACY #8999 (NC),
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #8976 (MS),
BELLCO DRUG CORP,WALGREENS #3635 (NC),
QUALITEST PHARMACEUTICALS,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #3071 (KY),
CARDINAL HEALTH INC,SUNRISE PHARMACY #9849 (CO),
MYLAN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #7237 (KS),
DIRECT RX,PEOPLES PHARMACY #4809 (WV),
PURDUE PHARMA LP,MIAMI-LUKEN INC,
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #7438 (PA),
DIRECT RX,QUALITY CARE PHARMACY #6470 (OK),
MCKESSON CORPORATION,QUALITY CARE PHARMACY #9990 (HI),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #5569 (MS),
ACTAVIS PHARMA INC,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,KROGER PHARMACY #6580 (OH),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #3033 (TX),
JANSSEN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,
GULF COAST MEDICAL SUPPLY,RITE AID #3713 (MT),
AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,
PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #1779 (CO),
QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,RITE AID #9225 (ME),
MCKESSON CORPORATION,CVS PHARMACY #2504 (VA),
AMNEAL PHARMACEUTICALS LLC,ANDA INC,
ANDA INC,MAIN STREET PHARMACY #3856 (AL),
MCKESSON CORPORATION,QUALITY CARE PHARMACY #4119 (IL),
PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #6356 (UT),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #3523 (OH),
CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #8540 (OH),
ENDO PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,KROGER PHARMACY #3210 (CO),
ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,
GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #4455 (NM),
AMNEAL PHARMACEUTICALS LLC,VALUEDRUGCO,
VALUEDRUGCO,CORNER DRUG STORE #1473 (PA),
SMITH DRUG COMPANY,PEOPLES PHARMACY #5739 (CO),
LANNETT COMPANY INC,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #7234 (WV),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #8707 (WV),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #7746 (TN),
KINRAY LLC,CVS PHARMACY #6838 (TN),
SMITH DRUG COMPANY,COMMUNITY PHARMACY #8260 (MI),
MORRIS & DICKSON CO LLC,WALMART PHARMACY #6144 (AZ),
TEVA PHARMACEUTICALS USA INC,ANDA INC,
ANDA INC,WALGREENS #4349 (IN),
AMNEAL PHARMACEUTICALS LLC,HENRY SCHEIN INC,
HENRY SCHEIN INC,QUALITY CARE PHARMACY #4985 (TN),
GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #3304 (VT),
CADISTA PHARMACEUTICALS INC,DAKOTA DRUG INC,
DAKOTA DRUG INC,RITE AID #8791 (VA),
ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #7184 (NH),
MIAMI-LUKEN INC,PEOPLES PHARMACY #3668 (MI),
WATSON LABORATORIES INC,MCKESSON CORPORATION,
MCKESSON CORPORATION,SUNRISE PHARMACY #8451 (IN),
MIAMI-LUKEN INC,VILLAGE PHARMACY #1009 (NE),
PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #2866 (PA),
PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #3706 (PA),
DAKOTA DRUG INC,RITE AID #4586 (MO),
PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #8999 (NC),
ABBOTT LABORATORIES,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,MAIN STREET PHARMACY #7935 (KY),
CARDINAL HEALTH INC,PEOPLES PHARMACY #1524 (OK),
AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #4965 (SC),
MIAMI-LUKEN INC,PEOPLES PHARMACY #9504 (KY),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #2549 (SC),
ENDO PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #6824 (NE),
QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,
MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #5346 (KS),
AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #4421 (IL),
VALUEDRUGCO,CORNER DRUG STORE #2997 (IN),
ACTAVIS PHARMA INC,HENRY SCHEIN INC,
HENRY SCHEIN INC,SUNRISE PHARMACY #7702 (NC),
PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,
HENRY SCHEIN INC,HARRIS TEETER PHARMACY #4474 (IN),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #2256 (IN),
WATSON LABORATORIES INC,KINRAY LLC,
KINRAY LLC,QUALITY CARE PHARMACY #3676 (TX),
HD SMITH WHOLESALE DRUG CO,WALGREENS #6871 (NV),
MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #2342 (HI),
AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #1777 (OR),
LANNETT COMPANY INC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #5967 (AL),
PAR PHARMACEUTICAL INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #1701 (SD),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #3473 (WV),
ANDA INC,MAIN STREET PHARMACY #2208 (PA),
QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,FAMILY CARE PHARMACY #3398 (KY),
ACTAVIS PHARMA INC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #5952 (MI),
KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #8072 (ME),
TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,
MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),
MIAMI-LUKEN INC,CVS PHARMACY #6803 (KY),
WATSON LABORATORIES INC,BELLCO DRUG CORP,
BELLCO DRUG CORP,RITE AID #1211 (AZ),
ANDA INC,HEALTH MART PHARMACY #7354 (RI),
PAR PHARMACEUTICAL INC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #9301 (NH),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #6061 (MI),
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #2855 (IN),
GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #1037 (MI),
SANDOZ INC,MIAMI-LUKEN INC,
MIAMI-LUKEN INC,COMMUNITY PHARMACY #4319 (AR),
IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #7046 (MI),
WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,
PRESCRIPTION SUPPLY INC,RITE AID #2754 (AZ),
AMNEAL PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #6720 (AR),
MORRIS & DICKSON CO LLC,CVS PHARMACY #2372 (MO),
VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,WALMART PHARMACY #2083 (MI),
HENRY SCHEIN INC,RITE AID #4432 (ID),
MORRIS & DICKSON CO LLC,WALMART PHARMACY #1108 (WV),
WATSON LABORATORIES INC,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9170 (VT),
RHODES TECHNOLOGIES,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #5731 (WV),
ENDO PHARMACEUTICALS INC,DIRECT RX,
DIRECT RX,PEOPLES PHARMACY #8170 (VA),
CARDINAL HEALTH INC,MEDICO PHARMACY #2001 (NE),
KINRAY LLC,SUNRISE PHARMACY #8606 (MN),
SANDOZ INC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #2251 (SC),
PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #5677 (LA),
IMPAX LABORATORIES INC,DAKOTA DRUG INC,
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #6432 (NH),
SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,
BELLCO DRUG CORP,RITE AID #1901 (TN),
SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,
HENRY SCHEIN INC,MAIN STREET PHARMACY #6973 (LA),
ABBOTT LABORATORIES,KINRAY LLC,
KINRAY LLC,CORNER DRUG STORE #5731 (IN),
DAKOTA DRUG INC,HEALTH MART PHARMACY #6078 (KY),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #3112 (LA),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #2725 (MO),
SUN PHARMA GLOBAL INC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #4985 (TN),
VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #7363 (RI),
TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,
VALUEDRUGCO,WINN-DIXIE PHARMACY #7583 (TN),
IMPAX LABORATORIES INC,KINRAY LLC,
KINRAY LLC,CVS PHARMACY #5217 (GA),
AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #4585 (MI),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #7685 (TN),
MIAMI-LUKEN INC,SUNRISE PHARMACY #8028 (LA),
MYLAN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #2392 (OK),
ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #2430 (NV),
VINTAGE PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,
GULF COAST MEDICAL SUPPLY,WALGREENS #5175 (PA),
IMPAX LABORATORIES INC,BELLCO DRUG CORP,
BELLCO DRUG CORP,MEDICO PHARMACY #5822 (TN),
DIRECT RX,COMMUNITY PHARMACY #9245 (IN),
AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #2655 (IL),
PAR PHARMACEUTICAL INC,VALUEDRUGCO,
VALUEDRUGCO,KROGER PHARMACY #7855 (MI),
HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #5339 (PA),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #6343 (IN),
PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,
CARDINAL HEALTH INC,HOMETOWN PHARMACY #4482 (KY),
KEYSOURCE MEDICAL INC,WALGREENS #3078 (MA),
ANDA INC,GOOD NEIGHBOR PHARMACY #3820 (AK),
MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #7261 (KY),
KINRAY LLC,HARRIS TEETER PHARMACY #7275 (IN),
ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,
MCKESSON CORPORATION,SUNRISE PHARMACY #7243 (WV),
QUALITEST PHARMACEUTICALS,ANDA INC,
ANDA INC,QUALITY CARE PHARMACY #5232 (TN),
WATSON LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,
NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #4455 (CT),
LANNETT COMPANY INC,KINRAY LLC,
KINRAY LLC,MAIN STREET PHARMACY #5887 (SC),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #8896 (PA),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #5731 (WV),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #8469 (NC),
ANDA INC,QUALITY CARE PHARMACY #6849 (ID),
ANDA INC,WALGREENS #3635 (NC),
KINRAY LLC,MEDICO PHARMACY #8971 (LA),
CADISTA PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,
BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #7653 (PA),
JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,MEDICO PHARMACY #6745 (VA),
NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #6513 (WV),
PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #5952 (MI),
PRESCRIPTION SUPPLY INC,CVS PHARMACY #4509 (LA),
DIRECT RX,GOOD NEIGHBOR PHARMACY #2790 (PA),
HENRY SCHEIN INC,HARRIS TEETER PHARMACY #6063 (NC),
HENRY SCHEIN INC,SUNRISE PHARMACY #1937 (TN),
VALUEDRUGCO,CORNER DRUG STORE #2236 (KY),
PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #2882 (KY),
PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #4087 (DE),
HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #3726 (IN),
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #2392 (OK),
HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #8159 (AL),
DIRECT RX,HOMETOWN PHARMACY #2172 (WV),
IMPAX LABORATORIES INC,MIAMI-LUKEN INC,
BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #4979 (LA),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #7538 (LA),
VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #7031 (IL),
KINRAY LLC,SUNRISE PHARMACY #1684 (LA),
VALUEDRUGCO,WINN-DIXIE PHARMACY #9978 (OR),
WATSON LABORATORIES INC,VALUEDRUGCO,
VALUEDRUGCO,SUNRISE PHARMACY #8451 (IN),
TEVA PHARMACEUTICALS USA INC,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #8476 (PA),
SMITH DRUG COMPANY,VILLAGE PHARMACY #1377 (VA),
ANDA INC,QUALITY CARE PHARMACY #3338 (WV),
DAKOTA DRUG INC,VILLAGE PHARMACY #8234 (IN),
TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,CVS PHARMACY #8062 (AR),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #7241 (LA),
BELLCO DRUG CORP,CORNER DRUG STORE #1602 (ND),
VALUEDRUGCO,MAIN STREET PHARMACY #3572 (TN),
LANNETT COMPANY INC,MORRIS & DICKSON CO LLC,
MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #4979 (LA),
VALUEDRUGCO,HARRIS TEETER PHARMACY #1096 (WV),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #7935 (KY),
LANNETT COMPANY INC,MCKESSON CORPORATION,
MCKESSON CORPORATION,QUALITY CARE PHARMACY #6294 (VA),
MCKESSON CORPORATION,HEALTH MART PHARMACY #9547 (VA),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #9862 (LA),
ANDA INC,HOMETOWN PHARMACY #9525 (SC),
PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #6441 (AR),
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #7261 (KY),
MALLINCKRODT LLC,HD SMITH WHOLESALE DRUG CO,
HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #2769 (WV),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #2951 (LA),
KEYSOURCE MEDICAL INC,CVS PHARMACY #2572 (VT),
ACTAVIS PHARMA INC,KINRAY LLC,
KINRAY LLC,COMMUNITY PHARMACY #7725 (ME),
QUALITEST PHARMACEUTICALS,VALUEDRUGCO,
VALUEDRUGCO,HARRIS TEETER PHARMACY #7234 (WV),
ABBOTT LABORATORIES,VALUEDRUGCO,
VALUEDRUGCO,SUNRISE PHARMACY #7390 (IN),
SMITH DRUG COMPANY,HEALTH MART PHARMACY #9547 (VA),
DIRECT RX,KROGER PHARMACY #2810 (MT),
ABBOTT LABORATORIES,ANDA INC,
ANDA INC,PEOPLES PHARMACY #2912 (WV),
MCKESSON CORPORATION,CORNER DRUG STORE #6667 (AL),
KINRAY LLC,WALGREENS #5840 (WY),
ACTAVIS PHARMA INC,VALUEDRUGCO,
VALUEDRUGCO,HOMETOWN PHARMACY #1997 (MS),
SMITH DRUG COMPANY,QUALITY CARE PHARMACY #6849 (ID),
MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #1845 (LA),
MIAMI-LUKEN INC,HEALTH MART PHARMACY #5152 (RI),
KINRAY LLC,RITE AID #5521 (NE),
SANDOZ INC,GULF COAST MEDICAL SUPPLY,
GULF COAST MEDICAL SUPPLY,CVS PHARMACY #5105 (TN),
RHODES TECHNOLOGIES,DAKOTA DRUG INC,
DAKOTA DRUG INC,MEDICO PHARMACY #1698 (IN),
ANDA INC,HOMETOWN PHARMACY #6387 (NC),
CARDINAL HEALTH INC,HEALTH MART PHARMACY #8974 (OH),
DAKOTA DRUG INC,VILLAGE PHARMACY #1737 (NV),
HD SMITH WHOLESALE DRUG CO,WALGREENS #2968 (NH),
GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #8476 (PA),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #6874 (MI),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #3473 (WV),
BELLCO DRUG CORP,VILLAGE PHARMACY #9734 (MT),
KEYSOURCE MEDICAL INC,CVS PHARMACY #2808 (IN),
NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #7110 (AR),
SUN PHARMA GLOBAL INC,DIRECT RX,
DIRECT RX,GOOD NEIGHBOR PHARMACY #7697 (PA),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #6758 (NC),
CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #1096 (WV),
HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #8815 (OH),
VINTAGE PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #7901 (WI),
BELLCO DRUG CORP,HOMETOWN PHARMACY #6387 (NC),
PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #9397 (NC),
DAKOTA DRUG INC,CVS PHARMACY #2808 (IN),
BELLCO DRUG CORP,CVS PHARMACY #9932 (PA),
NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #5260 (PA),
