node_id,role,country,size_hint
PEOPLES PHARMACY #1060 (VT),retailer,VT,
HEALTH MART PHARMACY #9106 (CO),retailer,CO,
FAMILY CARE PHARMACY #5108 (OR),retailer,OR,
PUBLIX PHARMACY #2623 (MD),retailer,MD,
HEALTH MART PHARMACY #4887 (IA),retailer,IA,
CVS PHARMACY #3842 (ND),retailer,ND,
HARRIS TEETER PHARMACY #4512 (NV),retailer,NV,
PEOPLES PHARMACY #2417 (GA),retailer,GA,
HEALTH MART PHARMACY #9633 (FL),retailer,FL,
QUALITY CARE PHARMACY #3035 (NY),retailer,NY,
PEOPLES PHARMACY #8235 (MT),retailer,MT,
PUBLIX PHARMACY #8657 (GA),retailer,GA,
VILLAGE PHARMACY #7380 (MS),retailer,MS,
HEALTH MART PHARMACY #7295 (SD),retailer,SD,
CORNER DRUG STORE #7018 (MO),retailer,MO,
HOMETOWN PHARMACY #4042 (MN),retailer,MN,
SUNRISE PHARMACY #5636 (TX),retailer,TX,
WALGREENS #3744 (MD),retailer,MD,
GOOD NEIGHBOR PHARMACY #6877 (MS),retailer,MS,
CORNER DRUG STORE #8278 (OR),retailer,OR,
KROGER PHARMACY #2134 (MD),retailer,MD,
MAIN STREET PHARMACY #4485 (HI),retailer,HI,
CORNER DRUG STORE #2806 (IA),retailer,IA,
SUNRISE PHARMACY #7916 (MT),retailer,MT,
HEALTH MART PHARMACY #4578 (MN),retailer,MN,
CVS PHARMACY #9124 (OR),retailer,OR,
KROGER PHARMACY #5224 (NH),retailer,NH,
FAMILY CARE PHARMACY #8150 (UT),retailer,UT,
CORNER DRUG STORE #5761 (HI),retailer,HI,
GOOD NEIGHBOR PHARMACY #5220 (IA),retailer,IA,
FAMILY CARE PHARMACY #3692 (MD),retailer,MD,
HEALTH MART PHARMACY #5956 (HI),retailer,HI,
CORNER DRUG STORE #7557 (TX),retailer,TX,
HARRIS TEETER PHARMACY #3878 (MO),retailer,MO,
WINN-DIXIE PHARMACY #6261 (VT),retailer,VT,
WALGREENS #1562 (NH),retailer,NH,
WALGREENS #5297 (MT),retailer,MT,
KROGER PHARMACY #8452 (WA),retailer,WA,
CORNER DRUG STORE #7216 (CO),retailer,CO,
KROGER PHARMACY #4710 (NH),retailer,NH,
CVS PHARMACY #1951 (MO),retailer,MO,
PUBLIX PHARMACY #9531 (IA),retailer,IA,
MAIN STREET PHARMACY #8201 (MO),retailer,MO,
WALGREENS #1766 (IA),retailer,IA,
KROGER PHARMACY #2920 (MT),retailer,MT,
CVS PHARMACY #1006 (OR),retailer,OR,
MEDICO PHARMACY #8247 (MN),retailer,MN,
PEOPLES PHARMACY #2207 (MD),retailer,MD,
CVS PHARMACY #5811 (MT),retailer,MT,
MAIN STREET PHARMACY #8562 (MO),retailer,MO,
GOOD NEIGHBOR PHARMACY #1038 (OR),retailer,OR,
WINN-DIXIE PHARMACY #2750 (NM),retailer,NM,
PUBLIX PHARMACY #3384 (MT),retailer,MT,
SUNRISE PHARMACY #1866 (GA),retailer,GA,
SUNRISE PHARMACY #2063 (SD),retailer,SD,
WALGREENS #9103 (IA),retailer,IA,
RITE AID #2172 (AR),retailer,AR,
FAMILY CARE PHARMACY #8648 (HI),retailer,HI,
QUALITY CARE PHARMACY #6762 (GA),retailer,GA,
SUNRISE PHARMACY #4061 (MN),retailer,MN,
GOOD NEIGHBOR PHARMACY #2517 (AK),retailer,AK,
WINN-DIXIE PHARMACY #1542 (VT),retailer,VT,
HEALTH MART PHARMACY #2027 (VT),retailer,VT,
WALMART PHARMACY #6353 (HI),retailer,HI,
WALMART PHARMACY #2686 (MN),retailer,MN,
FAMILY CARE PHARMACY #5991 (SC),retailer,SC,
RITE AID #9426 (WY),retailer,WY,
WALMART PHARMACY #9893 (RI),retailer,RI,
WINN-DIXIE PHARMACY #1894 (WA),retailer,WA,
MAIN STREET PHARMACY #1180 (AK),retailer,AK,
MEDICO PHARMACY #3698 (MS),retailer,MS,
HOMETOWN PHARMACY #7685 (GA),retailer,GA,
WALMART PHARMACY #3675 (TX),retailer,TX,
PEOPLES PHARMACY #7683 (AK),retailer,AK,
HOMETOWN PHARMACY #6572 (WA),retailer,WA,
VILLAGE PHARMACY #6788 (NE),retailer,NE,
WINN-DIXIE PHARMACY #5755 (MN),retailer,MN,
HOMETOWN PHARMACY #3142 (FL),retailer,FL,
QUALITY CARE PHARMACY #5940 (HI),retailer,HI,
HARRIS TEETER PHARMACY #8035 (WY),retailer,WY,
RITE AID #9871 (MO),retailer,MO,
HARRIS TEETER PHARMACY #3549 (MO),retailer,MO,
WALMART PHARMACY #6498 (AK),retailer,AK,
HARRIS TEETER PHARMACY #2715 (SD),retailer,SD,
KROGER PHARMACY #8702 (CA),retailer,CA,
WINN-DIXIE PHARMACY #9398 (MS),retailer,MS,
WALGREENS #7433 (SD),retailer,SD,
WALMART PHARMACY #2368 (DE),retailer,DE,
HARRIS TEETER PHARMACY #1257 (MS),retailer,MS,
PUBLIX PHARMACY #2003 (NM),retailer,NM,
RITE AID #6586 (RI),retailer,RI,
GOOD NEIGHBOR PHARMACY #6942 (ME),retailer,ME,
RITE AID #8560 (HI),retailer,HI,
QUALITY CARE PHARMACY #8571 (NV),retailer,NV,
KROGER PHARMACY #7522 (GA),retailer,GA,
FAMILY CARE PHARMACY #1314 (MO),retailer,MO,
HARRIS TEETER PHARMACY #9121 (AK),retailer,AK,
HEALTH MART PHARMACY #3463 (TX),retailer,TX,
CVS PHARMACY #8908 (HI),retailer,HI,
SUNRISE PHARMACY #1626 (MN),retailer,MN,
QUALITY CARE PHARMACY #5859 (MN),retailer,MN,
HEALTH MART PHARMACY #6276 (WY),retailer,WY,
HOMETOWN PHARMACY #1595 (SD),retailer,SD,
PUBLIX PHARMACY #7128 (GA),retailer,GA,
SUNRISE PHARMACY #3285 (MN),retailer,MN,
PEOPLES PHARMACY #4074 (HI),retailer,HI,
CORNER DRUG STORE #2658 (AK),retailer,AK,
MAIN STREET PHARMACY #5225 (WA),retailer,WA,
HARRIS TEETER PHARMACY #9419 (IA),retailer,IA,
WINN-DIXIE PHARMACY #3428 (NH),retailer,NH,
PEOPLES PHARMACY #3065 (MT),retailer,MT,
CVS PHARMACY #5479 (WA),retailer,WA,
COMMUNITY PHARMACY #1653 (HI),retailer,HI,
KROGER PHARMACY #3014 (VT),retailer,VT,
CORNER DRUG STORE #3499 (SD),retailer,SD,
CORNER DRUG STORE #4176 (MO),retailer,MO,
HARRIS TEETER PHARMACY #8332 (SD),retailer,SD,
GOOD NEIGHBOR PHARMACY #6661 (MS),retailer,MS,
MAIN STREET PHARMACY #7611 (NM),retailer,NM,
CORNER DRUG STORE #5006 (NH),retailer,NH,
HARRIS TEETER PHARMACY #4515 (HI),retailer,HI,
WALGREENS #6633 (WY),retailer,WY,
VILLAGE PHARMACY #3423 (AK),retailer,AK,
MAIN STREET PHARMACY #6506 (GA),retailer,GA,
FAMILY CARE PHARMACY #3071 (GA),retailer,GA,
HARRIS TEETER PHARMACY #5982 (VT),retailer,VT,
CORNER DRUG STORE #6008 (HI),retailer,HI,
