src,dst,product
"site::Standard Diagnostics, Korea","Standard Diagnostics, Inc.","Malaria Antigen P.f , HRP2, Kit"
"Standard Diagnostics, Inc.",Haiti,"Malaria Antigen P.f , HRP2, Kit"
CIPLA LIMITED,South Sudan,Lamivudine/Zidovudine
HETERO LABS LIMITED,Cameroon,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,"Congo, DRC",Lamivudine/Nevirapine/Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,Emtricitabine/Tenofovir Disoproxil Fumarate
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Haiti,Raltegravir
HETERO LABS LIMITED,Namibia,Efavirenz
"Standard Diagnostics, Inc.",Botswana,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
site::Roche Basel,Hoffmann-La Roche ltd Basel,Nelfinavir
Hoffmann-La Roche ltd Basel,Rwanda,Nelfinavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ethiopia,Lamivudine/Tenofovir Disoproxil Fumarate
"site::MSD, Haarlem, NL",S. BUYS WHOLESALER,Raltegravir
S. BUYS WHOLESALER,South Africa,Raltegravir
"site::Aurobindo Unit III, India","JSI R&T INSTITUTE, INC.",Zidovudine
site::ABBVIE Ludwigshafen Germany,SYSMEX AMERICA INC,Lopinavir/Ritonavir
SYSMEX AMERICA INC,Haiti,Lopinavir/Ritonavir
"site::Aspen-OSD, Port Elizabeth, SA",PHARMACY DIRECT,Tenofovir Disoproxil Fumarate
site::MedMira Inc.,MEDMIRA EAST AFRICA LTD.,"HIV, Reveal G3 Rapid HIV-1 Antibody Test"
MEDMIRA EAST AFRICA LTD.,Kenya,"HIV, Reveal G3 Rapid HIV-1 Antibody Test"
site::ABBVIE Ludwigshafen Germany,ABBOTT LOGISTICS B.V.,Lopinavir/Ritonavir
ABBOTT LOGISTICS B.V.,Guatemala,Lopinavir/Ritonavir
"site::Aurobindo Unit III, India",AUROBINDO PHARAM (SOUTH AFRICA),Lamivudine
AUROBINDO PHARAM (SOUTH AFRICA),South Africa,Lamivudine
"site::Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Stavudine
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Zidovudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Zidovudine
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Rwanda,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Guyana,Abacavir
SCMS from RDC,Guyana,Didanosine
SCMS from RDC,Dominican Republic,Lamivudine
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir/Lamivudine
SCMS from RDC,Côte d'Ivoire,Abacavir/Lamivudine
SCMS from RDC,Zimbabwe,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit III, India",SCMS from RDC,Tenofovir Disoproxil Fumarate
SCMS from RDC,Zimbabwe,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Ethiopia,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Zimbabwe,Didanosine
SCMS from RDC,Uganda,Tenofovir Disoproxil Fumarate
SCMS from RDC,Swaziland,Abacavir
SCMS from RDC,Swaziland,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Tanzania,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit VII, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
"site::Aurobindo Unit III, India",SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,"Congo, DRC",Lamivudine/Zidovudine
"site::Aurobindo Unit VII, IN",SCMS from RDC,Nevirapine
SCMS from RDC,"Congo, DRC",Nevirapine
SCMS from RDC,"Congo, DRC",Lamivudine/Nevirapine/Zidovudine
"site::Aurobindo Unit III, India",SCMS from RDC,Lopinavir/Ritonavir
SCMS from RDC,"Congo, DRC",Lopinavir/Ritonavir
SCMS from RDC,"Congo, DRC",Zidovudine
SCMS from RDC,"Congo, DRC",Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,"Congo, DRC",Lamivudine
SCMS from RDC,Tanzania,Zidovudine
SCMS from RDC,South Sudan,Zidovudine
SCMS from RDC,South Sudan,Lamivudine/Zidovudine
SCMS from RDC,Uganda,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit VII, IN",SCMS from RDC,Lamivudine/Zidovudine
SCMS from RDC,Burundi,Abacavir
SCMS from RDC,Zambia,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
"site::Strides, Bangalore, India.",SCMS from RDC,Lamivudine
"site::Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Côte d'Ivoire,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
"site::Cipla, Kurkumbh, India",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Nevirapine
SCMS from RDC,South Sudan,Lamivudine
SCMS from RDC,Rwanda,Lamivudine/Tenofovir Disoproxil Fumarate
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Lopinavir/Ritonavir
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Rwanda,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Cameroon,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Cameroon,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit III, India",SCMS from RDC,Abacavir/Lamivudine
SCMS from RDC,Uganda,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Côte d'Ivoire,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,"Congo, DRC",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Uganda,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,South Sudan,Nevirapine
SCMS from RDC,Zimbabwe,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Haiti,Tenofovir Disoproxil Fumarate
SCMS from RDC,South Sudan,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Burundi,Lamivudine/Nevirapine/Zidovudine
"site::Aurobindo Unit VII, IN",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,South Sudan,Lamivudine/Tenofovir Disoproxil Fumarate
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::Cipla, Goa, India",SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Nigeria,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Cameroon,Nevirapine
SCMS from RDC,Cameroon,Lamivudine/Zidovudine
SCMS from RDC,Burundi,Efavirenz
SCMS from RDC,Tanzania,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Burundi,Nevirapine
"site::Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Efavirenz
"site::Aurobindo Unit VII, IN",SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Burundi,Lamivudine/Zidovudine
SCMS from RDC,Mozambique,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Haiti,Lamivudine/Stavudine
"site::Aurobindo Unit VII, IN",SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Tanzania,Abacavir/Lamivudine
SCMS from RDC,"Congo, DRC",Abacavir/Lamivudine
SCMS from RDC,Tanzania,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,"Congo, DRC",Abacavir
"site::Micro labs, Verna, Goa, India",SCMS from RDC,Lamivudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Zambia,Abacavir/Lamivudine
SCMS from RDC,Zimbabwe,Abacavir/Lamivudine
SCMS from RDC,Zambia,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::Micro labs, Verna, Goa, India",SCMS from RDC,Nevirapine
site::Ranbaxy per Shasun Pharma,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Cipla, Patalganga, India",SCMS from RDC,Abacavir/Lamivudine
SCMS from RDC,Ethiopia,Abacavir/Lamivudine
SCMS from RDC,Namibia,Lamivudine/Nevirapine/Zidovudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Tenofovir Disoproxil Fumarate
site::Cipla Ltd A-42 MIDC Mahar. IN,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Nigeria,Abacavir/Lamivudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Stavudine
"site::Micro labs, Verna, Goa, India",SCMS from RDC,Efavirenz
SCMS from RDC,Burundi,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Togo,Lopinavir/Ritonavir
SCMS from RDC,Rwanda,Abacavir/Lamivudine
"site::Mylan,  H-12 & H-13, India",SCMS from RDC,Lamivudine/Zidovudine
"site::Cipla, Goa, India",SCMS from RDC,Zidovudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Lopinavir/Ritonavir
SCMS from RDC,Uganda,Abacavir/Lamivudine
"site::Mylan,  H-12 & H-13, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Sudan,"HIV 1/2, Uni-Gold HIV Kit"
"site::Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine+Efavirenz
SCMS from RDC,Nigeria,Lamivudine/Zidovudine+Efavirenz
SCMS from RDC,Dominican Republic,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Ethiopia,Lopinavir/Ritonavir
SCMS from RDC,Ethiopia,Didanosine
SCMS from RDC,Benin,Efavirenz
SCMS from RDC,Ghana,Lamivudine/Zidovudine
SCMS from RDC,"Congo, DRC",Efavirenz
site::Macleods Daman Plant INDIA,SCMS from RDC,Lamivudine
SCMS from RDC,Libya,Lopinavir/Ritonavir
"site::Alere Medical Co., Ltd.",SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,"Congo, DRC","HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Cameroon,Efavirenz
SCMS from RDC,Cameroon,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Zimbabwe,Abacavir
SCMS from RDC,Haiti,Lamivudine/Nevirapine/Zidovudine
site::Hetero Unit III Hyderabad IN,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Guyana,Emtricitabine/Tenofovir Disoproxil Fumarate
"site::Aurobindo Unit VII, IN",SCMS from RDC,Efavirenz
SCMS from RDC,Dominican Republic,Nevirapine
SCMS from RDC,Mozambique,Abacavir/Lamivudine
SCMS from RDC,Burundi,Lopinavir/Ritonavir
SCMS from RDC,Zambia,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,"Congo, DRC",Tenofovir Disoproxil Fumarate
SCMS from RDC,South Sudan,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Mozambique,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Côte d'Ivoire,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::Cipla, Goa, India",SCMS from RDC,Tenofovir Disoproxil Fumarate
SCMS from RDC,Dominican Republic,Abacavir
SCMS from RDC,Dominican Republic,Lopinavir/Ritonavir
SCMS from RDC,Guatemala,Lamivudine/Zidovudine
SCMS from RDC,Guyana,Stavudine
SCMS from RDC,Benin,Lopinavir/Ritonavir
SCMS from RDC,Ghana,Tenofovir Disoproxil Fumarate
SCMS from RDC,Ghana,Nevirapine
SCMS from RDC,Burundi,Zidovudine
SCMS from RDC,Libya,Abacavir
site::Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir/Lamivudine/Zidovudine
SCMS from RDC,Rwanda,Lamivudine/Stavudine
SCMS from RDC,Angola,Abacavir
SCMS from RDC,Haiti,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Haiti,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Rwanda,Zidovudine
SCMS from RDC,Dominican Republic,Efavirenz
SCMS from RDC,Burundi,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,South Sudan,Efavirenz
"site::Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Senegal,Lopinavir/Ritonavir
SCMS from RDC,Cameroon,Lopinavir/Ritonavir
SCMS from RDC,Vietnam,Lamivudine/Zidovudine
SCMS from RDC,Dominican Republic,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Benin,Lamivudine/Nevirapine/Stavudine
SCMS from RDC,Benin,Lamivudine/Stavudine
SCMS from RDC,Swaziland,Nevirapine
SCMS from RDC,Burundi,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Libya,Zidovudine
SCMS from RDC,Libya,Lamivudine
SCMS from RDC,Dominican Republic,Lamivudine/Zidovudine
SCMS from RDC,South Sudan,Lopinavir/Ritonavir
SCMS from RDC,Ghana,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Ranbaxy per Shasun Pharma Ltd,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Lamivudine/Zidovudine
SCMS from RDC,Guatemala,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Guatemala,Efavirenz
SCMS from RDC,Benin,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Benin,Lamivudine/Nevirapine/Zidovudine
SCMS from RDC,Swaziland,Lopinavir/Ritonavir
SCMS from RDC,Burundi,Lamivudine
SCMS from RDC,Dominican Republic,Zidovudine
SCMS from RDC,Libya,Tenofovir Disoproxil Fumarate
"site::Cipla, Goa, India",SCMS from RDC,Abacavir
SCMS from RDC,Uganda,Abacavir
SCMS from RDC,South Sudan,Abacavir/Lamivudine
SCMS from RDC,Sudan,"HIV 1/2, Determine Complete HIV Kit"
SCMS from RDC,Guatemala,Abacavir
SCMS from RDC,Belize,Zidovudine
SCMS from RDC,Rwanda,Didanosine
SCMS from RDC,Kenya,Nevirapine
SCMS from RDC,Dominican Republic,Abacavir/Lamivudine
SCMS from RDC,Haiti,Lamivudine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Ghana,Efavirenz
SCMS from RDC,Ghana,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Hetero, Jadcherla, unit 5, IN",SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Namibia,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Swaziland,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Zidovudine+Efavirenz
SCMS from RDC,Dominican Republic,Stavudine
SCMS from RDC,Dominican Republic,Tenofovir Disoproxil Fumarate
SCMS from RDC,Haiti,Emtricitabine/Tenofovir Disoproxil Fumarate
SCMS from RDC,Benin,Lamivudine/Zidovudine
SCMS from RDC,Tanzania,Lamivudine/Stavudine
SCMS from RDC,Kenya,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit"
SCMS from RDC,Namibia,Lamivudine/Zidovudine
SCMS from RDC,Togo,Nevirapine
SCMS from RDC,Sudan,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
SCMS from RDC,Guatemala,Nevirapine
SCMS from RDC,Benin,Nevirapine
SCMS from RDC,Libya,Efavirenz
SCMS from RDC,"Congo, DRC",Didanosine
