manufacturer,disrupted_node,retailer,retailer_state,severity,no_listed_backup,action,entity,route,entity_risk,entity_capacity,entity_state_share,plan_score,activation_days,est_recovery_days,baseline_days_no_graph,days_saved_vs_no_graph
PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #8707 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8707 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,HENRY SCHEIN INC,HARRIS TEETER PHARMACY #1358 (CA),CA,3,True,T1_REROUTE_EXISTING,MCKESSON CORPORATION,PURDUE PHARMA LP -> MCKESSON CORPORATION -> HARRIS TEETER PHARMACY #1358 (CA),0.8788,0.1815,0.0118,0.0925,1.5,74.3,102.0,27.6
ABBOTT LABORATORIES,BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #8164 (MO),MO,3,True,T1_REROUTE_EXISTING,DAKOTA DRUG INC,ABBOTT LABORATORIES -> DAKOTA DRUG INC -> HEALTH MART PHARMACY #8164 (MO),0.8719,0.1818,0.0051,0.0923,1.5,74.3,102.0,27.6
MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,MYLAN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,MALLINCKRODT LLC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,3,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,WATSON LABORATORIES INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,110.3,102.0,0.0
PURDUE PHARMA LP,ANDA INC,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,ENDO PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,WALGREENS #9211 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> WALGREENS #9211 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,DIRECT RX,CADISTA PHARMACEUTICALS INC -> DIRECT RX -> HARRIS TEETER PHARMACY #6758 (NC),0.8585,0.1504,0.1003,0.1273,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,MIAMI-LUKEN INC,RITE AID #2280 (MD),MD,2,False,T1_REROUTE_EXISTING,KINRAY LLC,ABBOTT LABORATORIES -> KINRAY LLC -> RITE AID #2280 (MD),0.8683,0.1632,0.0144,0.0926,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,DIRECT RX,SUNRISE PHARMACY #6929 (SC),SC,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,QUALITEST PHARMACEUTICALS -> DAKOTA DRUG INC -> SUNRISE PHARMACY #6929 (SC),0.8719,0.1818,0.0136,0.0957,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,3,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,JANSSEN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,110.3,102.0,0.0
PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #2598 (NV),NV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #2598 (NV),0.9815,1.0,0.0024,0.2574,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #2774 (SC),SC,2,False,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,ABBOTT LABORATORIES -> BURLINGTON DRUG COMPANY INC -> HOMETOWN PHARMACY #2774 (SC),0.8768,0.1637,0.0104,0.0882,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #2769 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2769 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,DAKOTA DRUG INC,PUBLIX PHARMACY #1697 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #1697 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,MEDICO PHARMACY #4957 (HI),HI,3,True,T1_REROUTE_EXISTING,DAKOTA DRUG INC,ENDO PHARMACEUTICALS INC -> DAKOTA DRUG INC -> MEDICO PHARMACY #4957 (HI),0.8719,0.1818,0.0048,0.0922,1.5,74.3,102.0,27.6
JANSSEN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #1671 (HI),HI,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,JANSSEN PHARMACEUTICALS INC -> DAKOTA DRUG INC -> CVS PHARMACY #1671 (HI),0.8719,0.1818,0.0048,0.0922,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #8084 (WA),WA,4,True,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,JANSSEN PHARMACEUTICALS INC -> BURLINGTON DRUG COMPANY INC -> HEALTH MART PHARMACY #8084 (WA),0.8768,0.1637,0.0292,0.0957,1.5,99.4,132.0,32.6
CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #5456 (WA),WA,3,True,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #5456 (WA),0.9815,1.0,0.0067,0.2591,1.5,74.3,102.0,27.6
ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6272 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,HARRIS TEETER PHARMACY #6061 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6061 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,HENRY SCHEIN INC,MAIN STREET PHARMACY #6568 (HI),HI,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,PURDUE PHARMA LP -> DAKOTA DRUG INC -> MAIN STREET PHARMACY #6568 (HI),0.8719,0.1818,0.0048,0.0922,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,DAKOTA DRUG INC,PEOPLES PHARMACY #9356 (IA),IA,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,RHODES TECHNOLOGIES -> CARDINAL HEALTH INC -> PEOPLES PHARMACY #9356 (IA),0.8652,0.1959,0.0139,0.1017,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #6767 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #5811 (MT),MT,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,MALLINCKRODT LLC -> CARDINAL HEALTH INC -> GOOD NEIGHBOR PHARMACY #5811 (MT),0.8652,0.1959,0.0233,0.1055,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #7101 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #7101 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,3,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,PURDUE PHARMA LP -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,110.3,102.0,0.0
AMNEAL PHARMACEUTICALS LLC,MCKESSON CORPORATION,COMMUNITY PHARMACY #3160 (TX),TX,2,False,T1_REROUTE_EXISTING,KINRAY LLC,AMNEAL PHARMACEUTICALS LLC -> KINRAY LLC -> COMMUNITY PHARMACY #3160 (TX),0.8683,0.1632,0.0351,0.1009,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,KROGER PHARMACY #9348 (RI),RI,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,AMNEAL PHARMACEUTICALS LLC -> CARDINAL HEALTH INC -> KROGER PHARMACY #9348 (RI),0.8652,0.1959,0.0043,0.0979,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #4985 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #4985 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,3,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,JANSSEN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,110.3,102.0,0.0
ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,ABBOTT LABORATORIES -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #2199 (KS),KS,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ENDO PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> VILLAGE PHARMACY #2199 (KS),0.8652,0.1959,0.0047,0.098,1.5,49.5,67.9,0.0
SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,3,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,SANDOZ INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,110.3,102.0,0.0
ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,ENDO PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
SUN PHARMA GLOBAL INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #1377 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #1377 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,AMNEAL PHARMACEUTICALS LLC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,LANNETT COMPANY INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #1037 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #1037 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #3294 (MD),MD,3,True,T1_REROUTE_EXISTING,DAKOTA DRUG INC,CADISTA PHARMACEUTICALS INC -> DAKOTA DRUG INC -> VILLAGE PHARMACY #3294 (MD),0.8719,0.1818,0.0076,0.0933,1.5,74.3,102.0,27.6
PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #2632 (NV),NV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #2632 (NV),0.9815,1.0,0.0024,0.2574,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,KROGER PHARMACY #7026 (MS),MS,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #7026 (MS),0.9815,1.0,0.003,0.2577,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #4396 (HI),HI,3,True,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,MALLINCKRODT LLC -> CARDINAL HEALTH INC -> SUNRISE PHARMACY #4396 (HI),0.8652,0.1959,0.0117,0.1008,1.5,74.3,102.0,27.6
ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,ACTAVIS PHARMA INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,IMPAX LABORATORIES INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
VINTAGE PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #6837 (MN),MN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6837 (MN),0.9815,1.0,0.0013,0.257,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,ENDO PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,MAIN STREET PHARMACY #7935 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #7935 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,DIRECT RX,HARRIS TEETER PHARMACY #1609 (WY),WY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #1609 (WY),0.9815,1.0,0.0038,0.258,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #6902 (ID),ID,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #6902 (ID),0.9815,1.0,0.0065,0.2591,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,MYLAN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,WALMART PHARMACY #2370 (MA),MA,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,PAR PHARMACEUTICAL INC -> MCKESSON CORPORATION -> WALMART PHARMACY #2370 (MA),0.8788,0.1815,0.0156,0.094,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,WALGREENS #9103 (IA),IA,2,False,T1_REROUTE_EXISTING,MORRIS & DICKSON CO LLC,VINTAGE PHARMACEUTICALS LLC -> MORRIS & DICKSON CO LLC -> WALGREENS #9103 (IA),0.872,0.1241,0.0055,0.078,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,KINRAY LLC,HOMETOWN PHARMACY #4303 (KS),KS,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #4303 (KS),0.9815,1.0,0.0031,0.2577,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,MAIN STREET PHARMACY #9148 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #9148 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,AMNEAL PHARMACEUTICALS LLC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
RHODES TECHNOLOGIES,DAKOTA DRUG INC,WALGREENS #3635 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> WALGREENS #3635 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #2219 (NM),NM,4,True,T1_REROUTE_EXISTING,DIRECT RX,WATSON LABORATORIES INC -> DIRECT RX -> GOOD NEIGHBOR PHARMACY #2219 (NM),0.8585,0.1504,0.0044,0.0889,1.5,99.4,132.0,32.6
WATSON LABORATORIES INC,HENRY SCHEIN INC,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,SMITH DRUG COMPANY,WALMART PHARMACY #9312 (PA),PA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> WALMART PHARMACY #9312 (PA),0.9815,1.0,0.0219,0.2652,1.5,49.5,67.9,0.0
SANDOZ INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #4455 (CT),CT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #4455 (CT),0.9815,1.0,0.0017,0.2572,1.5,49.5,67.9,0.0
SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #8298 (CO),CO,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,SANDOZ INC -> DAKOTA DRUG INC -> QUALITY CARE PHARMACY #8298 (CO),0.8719,0.1818,0.0071,0.0931,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,VALUEDRUGCO,VILLAGE PHARMACY #2453 (AK),AK,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #2453 (AK),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,MIAMI-LUKEN INC,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,DIRECT RX,PURDUE PHARMA LP -> DIRECT RX -> VILLAGE PHARMACY #9397 (NC),0.8585,0.1504,0.1003,0.1273,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,3,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,SUN PHARMA GLOBAL INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,110.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #1824 (WA),WA,3,True,T1_REROUTE_EXISTING,DAKOTA DRUG INC,MYLAN PHARMACEUTICALS INC -> DAKOTA DRUG INC -> VILLAGE PHARMACY #1824 (WA),0.8719,0.1818,0.085,0.1243,1.5,74.3,102.0,27.6
MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #4828 (AR),AR,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,MALLINCKRODT LLC -> CARDINAL HEALTH INC -> COMMUNITY PHARMACY #4828 (AR),0.8652,0.1959,0.0034,0.0975,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,4,True,T3_NEW_LASTMILE,CARDINAL HEALTH INC,IMPAX LABORATORIES INC -> CARDINAL HEALTH INC -> TUG VALLEY PHARMACY #1 (WV),0.8652,0.1959,0.0846,0.13,5.0,149.2,132.0,0.0
ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #6387 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #6387 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,RITE AID #8098 (HI),HI,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,JANSSEN PHARMACEUTICALS INC -> MCKESSON CORPORATION -> RITE AID #8098 (HI),0.8788,0.1815,0.0143,0.0935,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,RITE AID #1732 (OR),OR,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,JANSSEN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> RITE AID #1732 (OR),0.8652,0.1959,0.0121,0.101,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,RITE AID #3418 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> RITE AID #3418 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,FAMILY CARE PHARMACY #6977 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #6977 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
WATSON LABORATORIES INC,DAKOTA DRUG INC,FAMILY CARE PHARMACY #6977 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #6977 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,FAMILY CARE PHARMACY #7641 (AL),AL,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #7641 (AL),0.9815,1.0,0.0012,0.2569,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,KROGER PHARMACY #7324 (ID),ID,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,AMNEAL PHARMACEUTICALS LLC -> CARDINAL HEALTH INC -> KROGER PHARMACY #7324 (ID),0.8652,0.1959,0.0159,0.1025,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,HOMETOWN PHARMACY #6892 (WY),WY,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,MYLAN PHARMACEUTICALS INC -> DAKOTA DRUG INC -> HOMETOWN PHARMACY #6892 (WY),0.8719,0.1818,0.0033,0.0916,1.5,49.5,67.9,0.0
